grade,semester,category,version,executor,chapter,section,name,content
三年级,上册,5,苏教版,段斌,6,-1,分数的初步认识及简单应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb5d9ba511ec9c6bfa20200f090a/82648d67e19f2bdde1ddf9aa62dbe9c9.1280.720.false/82648d67e19f2bdde1ddf9aa62dbe9c9.1280.720.m3u8
三年级,上册,5,苏教版,段斌,6,-1,多彩的分数条,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc239ba511ec9c6bfa20200f090a/b1f197e552e13d26bce6065ead9770ba.1280.720.false/b1f197e552e13d26bce6065ead9770ba.1280.720.m3u8
三年级,上册,5,苏教版,段斌,7,-1,两、三位数乘一位数复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c7529ba511ec9c6bfa20200f090a/b1177ad9f9a777e5dc867b3356b37c15.1280.720.false/b1177ad9f9a777e5dc867b3356b37c15.1280.720.m3u8
三年级,上册,5,苏教版,段斌,7,-1,两、三位数除以一位数复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8419ba511ec9c6bfa20200f090a/e1502d5eb3f34dde183a2e223cbe5ecc.1280.720.false/e1502d5eb3f34dde183a2e223cbe5ecc.1280.720.m3u8
三年级,上册,5,苏教版,段斌,7,-1,长方形和正方形，平移、旋转和轴对称复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf819ba511ec9c6bfa20200f090a/ccd3b781170d87f98d97bddae35f6f45.1280.720.false/ccd3b781170d87f98d97bddae35f6f45.1280.720.m3u8
三年级,上册,5,苏教版,段斌,7,-1,分数的初步认识，千克和克复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb799ba511ec9c6bfa20200f090a/9e4d8b2e73f2814285383403fab81b18.1280.720.false/9e4d8b2e73f2814285383403fab81b18.1280.720.m3u8
三年级,上册,5,苏教版,段斌,7,-1,从条件出发分析并解决实际问题复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c9619ba511ec9c6bfa20200f090a/9475082f963df00a5b41e43cf63eaad5.1280.720.false/9475082f963df00a5b41e43cf63eaad5.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,两位数乘两位数的口算、估算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d09d9ba511ec9c6bfa20200f090a/4d47cbc9971cacad6cc757d5584d1733.1280.720.false/4d47cbc9971cacad6cc757d5584d1733.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,不进位的两位数乘两位数的笔算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d0479ba511ec9c6bfa20200f090a/3bd1c9e79916b09a61f5eb09ebed03bb.1280.720.false/3bd1c9e79916b09a61f5eb09ebed03bb.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,进位的两位数乘两位数的笔算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5e19ba511ec9c6bfa20200f090a/e622806f80a8fd731ffeedbe4fc4771a.1280.720.false/e622806f80a8fd731ffeedbe4fc4771a.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,两位数乘两位数的笔算及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d0bb9ba511ec9c6bfa20200f090a/7137b07c5aa7d9344e0bac5655432f72.1280.720.false/7137b07c5aa7d9344e0bac5655432f72.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,两位数乘两位数的估算及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d07f9ba511ec9c6bfa20200f090a/bd1d0c4de1ae250286df31b3cf270eec.1280.720.false/bd1d0c4de1ae250286df31b3cf270eec.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,乘数末尾有0的两位数乘两位数,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d1479ba511ec9c6bfa20200f090a/4e77cbf173acabafa4c5f1d007c61b4b.1280.720.false/4e77cbf173acabafa4c5f1d007c61b4b.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,用两步连乘解决实际问题,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3df9ba511ec9c6bfa20200f090a/7005954f4041b50089d96304e45883ec.1280.720.false/7005954f4041b50089d96304e45883ec.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,两位数乘两位数的计算及应用复习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d0d69ba511ec9c6bfa20200f090a/c560c5002b97c46d47a2b4fa2b87834d.1280.720.false/c560c5002b97c46d47a2b4fa2b87834d.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,两位数乘两位数的计算及应用复习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d0f39ba511ec9c6bfa20200f090a/b832dbe8e7bbdcd58eeff35c2e249791.1280.720.false/b832dbe8e7bbdcd58eeff35c2e249791.1280.720.m3u8
三年级,下册,5,苏教版,段斌,0,-1,有趣的乘法计算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3719ba511ec9c6bfa20200f090a/ca2f444c9a06b54836e100325577d0ba.1280.720.false/ca2f444c9a06b54836e100325577d0ba.1280.720.m3u8
三年级,下册,5,苏教版,段斌,1,-1,认识千米,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5639ba511ec9c6bfa20200f090a/341ed46ff930776d6ca4297944fb620c.1280.720.false/341ed46ff930776d6ca4297944fb620c.1280.720.m3u8
三年级,下册,5,苏教版,段斌,1,-1,认识吨,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d57e9ba511ec9c6bfa20200f090a/66a62d90b05829afdb65010dfb3e5ee5.1280.720.false/66a62d90b05829afdb65010dfb3e5ee5.1280.720.m3u8
三年级,下册,5,苏教版,段斌,1,-1,千米和吨的认识练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d20b9ba511ec9c6bfa20200f090a/b59973dda428f46e092e351a707cc9ca.1280.720.false/b59973dda428f46e092e351a707cc9ca.1280.720.m3u8
三年级,下册,5,苏教版,段斌,2,-1,从问题出发分析并解决实际问题（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d1b69ba511ec9c6bfa20200f090a/aab3348f4276be0658f5050a345db505.1280.720.false/aab3348f4276be0658f5050a345db505.1280.720.m3u8
三年级,下册,5,苏教版,段斌,2,-1,从问题出发分析并解决实际问题（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d1d39ba511ec9c6bfa20200f090a/5b8c94e98ac4ac41b72abdf7b26addf4.1280.720.false/5b8c94e98ac4ac41b72abdf7b26addf4.1280.720.m3u8
三年级,下册,5,苏教版,段斌,2,-1,从问题出发分析并解决实际问题练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d17f9ba511ec9c6bfa20200f090a/d22a73658afdfe8b853d08585b08c86f.1280.720.false/d22a73658afdfe8b853d08585b08c86f.1280.720.m3u8
三年级,下册,5,苏教版,段斌,2,-1,从问题出发分析并解决实际问题练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d19b9ba511ec9c6bfa20200f090a/334962eeb2e1a2664daf05549a5fe13e.1280.720.false/334962eeb2e1a2664daf05549a5fe13e.1280.720.m3u8
三年级,下册,5,苏教版,段斌,3,-1,除法和加、减法的两步混合运算（不含小括号）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d66d9ba511ec9c6bfa20200f090a/63f88a8b49fbb68887dffa7e15bf412f.1280.720.false/63f88a8b49fbb68887dffa7e15bf412f.1280.720.m3u8
三年级,下册,5,苏教版,段斌,3,-1,含有小括号的两步混合运算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d2de9ba511ec9c6bfa20200f090a/9d2eeab6bb5c20bc413f8681e3ef8a13.1280.720.false/9d2eeab6bb5c20bc413f8681e3ef8a13.1280.720.m3u8
三年级,下册,5,苏教版,段斌,3,-1,两步混合运算及应用练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d10f9ba511ec9c6bfa20200f090a/718672c7dcd892568d1d8cb5600b9c58.1280.720.false/718672c7dcd892568d1d8cb5600b9c58.1280.720.m3u8
三年级,下册,5,苏教版,段斌,3,-1,两步混合运算及应用练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d12b9ba511ec9c6bfa20200f090a/103a459cb22e5c3b3b10e9ecb3a66bf9.1280.720.false/103a459cb22e5c3b3b10e9ecb3a66bf9.1280.720.m3u8
三年级,下册,5,苏教版,段斌,3,-1,算“24点”,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4b69ba511ec9c6bfa20200f090a/bb99e5f75a394075afa6c70b47a66683.1280.720.false/bb99e5f75a394075afa6c70b47a66683.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,认识年、月、日,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5b69ba511ec9c6bfa20200f090a/d4fb478438c0ae1f1b3e660d9ba6016a.1280.720.false/d4fb478438c0ae1f1b3e660d9ba6016a.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,认识平年和闰年,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d59a9ba511ec9c6bfa20200f090a/4c651e1f67c58489eec81d2e83ec0726.1280.720.false/4c651e1f67c58489eec81d2e83ec0726.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,年、月、日的认识及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3559ba511ec9c6bfa20200f090a/5ac96104ae267e5d81f06b645e704fc0.1280.720.false/5ac96104ae267e5d81f06b645e704fc0.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,认识24时记时法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4f49ba511ec9c6bfa20200f090a/0a581bf05c3b30599d0a52551e5db98d.1280.720.false/0a581bf05c3b30599d0a52551e5db98d.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,求简单的经过时间,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3c49ba511ec9c6bfa20200f090a/62d1e733a3b4cd29ee6fca8b7d3efd60.1280.720.false/62d1e733a3b4cd29ee6fca8b7d3efd60.1280.720.m3u8
三年级,下册,5,苏教版,段斌,4,-1,24时记时法的认识及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cfd69ba511ec9c6bfa20200f090a/02fbd4706bf43c00b6b4d225c687b9b0.1280.720.false/02fbd4706bf43c00b6b4d225c687b9b0.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积的含义,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d7cc9ba511ec9c6bfa20200f090a/a8bc4abbb857e6fca13503cf80150117.1280.720.false/a8bc4abbb857e6fca13503cf80150117.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积单位的认识,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d7559ba511ec9c6bfa20200f090a/e103448e7ab03b80fa4c90cafac9ec57.1280.720.false/e103448e7ab03b80fa4c90cafac9ec57.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积含义和面积单位的认识练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d7b19ba511ec9c6bfa20200f090a/482e7ca0286ec54b25340d0233df74ac.1280.720.false/482e7ca0286ec54b25340d0233df74ac.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,长方形和正方形的面积计算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d6199ba511ec9c6bfa20200f090a/dbf7cdde96f68485657d938fead946c7.1280.720.false/dbf7cdde96f68485657d938fead946c7.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,长方形和正方形的面积计算练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d6359ba511ec9c6bfa20200f090a/c9a9e043de03120b1b86e355bf14f34c.1280.720.false/c9a9e043de03120b1b86e355bf14f34c.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积单位的进率,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d7799ba511ec9c6bfa20200f090a/bc9bb014692c7f945a4727d9ea20aa02.1280.720.false/bc9bb014692c7f945a4727d9ea20aa02.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积单位的进率及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d7959ba511ec9c6bfa20200f090a/a056a3fdd2cb7f35f20a38e8cd449d0c.1280.720.false/a056a3fdd2cb7f35f20a38e8cd449d0c.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,面积、面积单位和面积计算复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d6899ba511ec9c6bfa20200f090a/95928b8d1268a185c435a23f6e9b34fe.1280.720.false/95928b8d1268a185c435a23f6e9b34fe.1280.720.m3u8
三年级,下册,5,苏教版,段斌,5,-1,长方形和长方形的周长、面积计算及应用复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d6519ba511ec9c6bfa20200f090a/02b915883336793c7a223a1e74f71e08.1280.720.false/02b915883336793c7a223a1e74f71e08.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,认识一个整体的几分之一,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5109ba511ec9c6bfa20200f090a/f930392bef61018a4d38a2df73a2dfbe.1280.720.false/f930392bef61018a4d38a2df73a2dfbe.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,求一个数的几分之一是多少,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d38c9ba511ec9c6bfa20200f090a/42236f909945cd1bdb9386e19811cc15.1280.720.false/42236f909945cd1bdb9386e19811cc15.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,认识一个整体的几分之几,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d52b9ba511ec9c6bfa20200f090a/0ab761b101c78621d0e61ae01407522a.1280.720.false/0ab761b101c78621d0e61ae01407522a.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,认识一个整体的几分之几练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5489ba511ec9c6bfa20200f090a/b4dfb53c28e4a375101c30319665e254.1280.720.false/b4dfb53c28e4a375101c30319665e254.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,求一个数的几分之几是多少,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3a89ba511ec9c6bfa20200f090a/b93aab634233e3f397945d09ae96bf13.1280.720.false/b93aab634233e3f397945d09ae96bf13.1280.720.m3u8
三年级,下册,5,苏教版,段斌,6,-1,一个整体的几分之一和几分之几的认识及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cff29ba511ec9c6bfa20200f090a/81a59a4493dde318479b11402b768286.1280.720.false/81a59a4493dde318479b11402b768286.1280.720.m3u8
三年级,下册,5,苏教版,段斌,7,-1,小数的含义和读写,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d31e9ba511ec9c6bfa20200f090a/727c74ad2b2fa213deaa21e7a6f5f999.1280.720.false/727c74ad2b2fa213deaa21e7a6f5f999.1280.720.m3u8
三年级,下册,5,苏教版,段斌,7,-1,一位小数的大小比较,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d00f9ba511ec9c6bfa20200f090a/6bcda9833939d3b965a36a55bdc80f9f.1280.720.false/6bcda9833939d3b965a36a55bdc80f9f.1280.720.m3u8
三年级,下册,5,苏教版,段斌,7,-1,简单的小数加、减法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3fb9ba511ec9c6bfa20200f090a/a4479d6a849c2e7f187240d37a939e56.1280.720.false/a4479d6a849c2e7f187240d37a939e56.1280.720.m3u8
三年级,下册,5,苏教版,段斌,7,-1,小数的初步认识练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d3029ba511ec9c6bfa20200f090a/1cf497bfc33ce750a03f9468c09cab5d.1280.720.false/1cf497bfc33ce750a03f9468c09cab5d.1280.720.m3u8
三年级,下册,5,苏教版,段斌,8,-1,简单的数据汇总,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4339ba511ec9c6bfa20200f090a/75005741e41685f88325621b1e5b54b7.1280.720.false/75005741e41685f88325621b1e5b54b7.1280.720.m3u8
三年级,下册,5,苏教版,段斌,8,-1,简单的数据排序和分组,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4179ba511ec9c6bfa20200f090a/3ec55b601e6775c3425210bda83c73ee.1280.720.false/3ec55b601e6775c3425210bda83c73ee.1280.720.m3u8
三年级,下册,5,苏教版,段斌,8,-1,简单的数据汇总、排序、分组练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4519ba511ec9c6bfa20200f090a/70e64ffbbe32acff4ef108001f82208c.1280.720.false/70e64ffbbe32acff4ef108001f82208c.1280.720.m3u8
三年级,下册,5,苏教版,段斌,8,-1,上学时间,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d02b9ba511ec9c6bfa20200f090a/5fc7bed7998f74f942a8e7886af263a0.1280.720.false/5fc7bed7998f74f942a8e7886af263a0.1280.720.m3u8
三年级,下册,5,苏教版,段斌,9,-1,两位数乘两位数、两步混合运算复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d0639ba511ec9c6bfa20200f090a/a4e68d981572f591da6040c14395c5db.1280.720.false/a4e68d981572f591da6040c14395c5db.1280.720.m3u8
三年级,下册,5,苏教版,段斌,9,-1,年、月、日和千米、吨复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d33a9ba511ec9c6bfa20200f090a/f8d764969d8e69c9de79714a820da068.1280.720.false/f8d764969d8e69c9de79714a820da068.1280.720.m3u8
三年级,下册,5,苏教版,段斌,9,-1,分数、小数的初步认识复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d1ef9ba511ec9c6bfa20200f090a/a31687fd4e7c4b8711f816deecbe25a8.1280.720.false/a31687fd4e7c4b8711f816deecbe25a8.1280.720.m3u8
三年级,下册,5,苏教版,段斌,9,-1,长方形和正方形的面积复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d5fe9ba511ec9c6bfa20200f090a/235f558fd7ca4e2f7b55fc15651f6f15.1280.720.false/235f558fd7ca4e2f7b55fc15651f6f15.1280.720.m3u8
三年级,下册,5,苏教版,段斌,9,-1,解决问题的策略、数据的收集和整理复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6d4d69ba511ec9c6bfa20200f090a/72be3e4e2e073f91dd8e378175083f81.1280.720.false/72be3e4e2e073f91dd8e378175083f81.1280.720.m3u8
三年级,上册,5,人教版,段斌,0,-1,认识秒,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/4bd41ff1167f4e3ea7aaf51427e82b99/9436da25a44bbc57c77f4cc6760d33c1.1280.720.false/9436da25a44bbc57c77f4cc6760d33c1.1280.720.m3u8
三年级,上册,5,人教版,段斌,0,-1,时间单位的换算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/54893f48841041b5afce0c425c71de59/a29af0aa408d94b1e741eac310fa5452.1280.720.false/a29af0aa408d94b1e741eac310fa5452.1280.720.m3u8
三年级,上册,5,人教版,段斌,0,-1,计算经过时间,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/9c5d067e7f3e4a16ab63ac26b1f9ca73/9dbf6e17424a939b1ac80882d848d5a3.1280.720.false/9dbf6e17424a939b1ac80882d848d5a3.1280.720.m3u8
三年级,上册,5,人教版,段斌,1,-1,万以内加减法（一）（第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/28cd634555c048cc9493b7a0f2c1c12c/71d8e48cc9333605d446626a3f5d5341.1280.720.false/71d8e48cc9333605d446626a3f5d5341.1280.720.m3u8
三年级,上册,5,人教版,段斌,1,-1,万以内加减法（一）（第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/887f46f5b25244d38da85de760f3cc45/f83bb16ffdeda1ef2ca473ff2227db4d.1280.720.false/f83bb16ffdeda1ef2ca473ff2227db4d.1280.720.m3u8
三年级,上册,5,人教版,段斌,1,-1,万以内加减法（一）（第3课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/b1e05d370ea5415aaba37db3efd04a86/9917c4d65b68eba742dd350af2eace39.1280.720.false/9917c4d65b68eba742dd350af2eace39.1280.720.m3u8
三年级,上册,5,人教版,段斌,1,-1,万以内加减法（一）解决问题,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/9ac519264f3044748cadd1fc1423b58d/1da41b1cb670ca7249e0e773c71f3657.1280.720.false/1da41b1cb670ca7249e0e773c71f3657.1280.720.m3u8
三年级,上册,5,人教版,段斌,1,-1,整理与复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/8f25403b0f094f2aa9371969bef39a26/194895b2f43b790d48c2940e9acf3cec.1280.720.false/194895b2f43b790d48c2940e9acf3cec.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,毫米、分米的认识 （第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/24bff5824e224ebca62b04019295d363/e060de1a12b6cb01db4b8f07fc12858d.1280.720.false/e060de1a12b6cb01db4b8f07fc12858d.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,毫米、分米的认识 （第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/1e6291b6cca14e79b44192f079323bd7/5d65ad9eaf3cfbb3612524cdde47563c.1280.720.false/5d65ad9eaf3cfbb3612524cdde47563c.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,千米的认识（第1课时),https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/a6b426d6b0cf45e48e8f9646d59cc1b5/d64ee3c32e9e9c2352e82b5e124207be.1280.720.false/d64ee3c32e9e9c2352e82b5e124207be.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,千米的认识（第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/a81347f8322c472cb6746541b6f3b259/d5260a86e030e8fd5b7a01a2641af95c.1280.720.false/d5260a86e030e8fd5b7a01a2641af95c.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,吨的认识 （第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/6b4060f8c8db4550981d9ed640ba01a8/82d70ccc241a6d3331540c8f3d37ed96.1280.720.false/82d70ccc241a6d3331540c8f3d37ed96.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,吨的认识 （第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/e1cd143ddf764fa38af1ad6ecb4d209f/f86d1b25eb79aa1990e139f7d83e31e8.1280.720.false/f86d1b25eb79aa1990e139f7d83e31e8.1280.720.m3u8
三年级,上册,5,人教版,段斌,2,-1,整理与复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/32782e3208934fdea474d0689d2e355b/6b0566e98ad449fab56fcfea5c34bb2c.1280.720.false/6b0566e98ad449fab56fcfea5c34bb2c.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,万以内加减法（二）（第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/4ad415bc98e44d648b561e06c5b1458c/aca011c4b5075a3c481f28d0e709747e.1280.720.false/aca011c4b5075a3c481f28d0e709747e.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,万以内加减法（二）（第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/0bdfedeaeda645c1b925f3df8c009f9a/69d7faf3ceeebcdad65ecf2af4cc94d0.1280.720.false/69d7faf3ceeebcdad65ecf2af4cc94d0.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,万以内加减法（二）（第3课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/1790dcf527a54192b261f8c4021f2e9a/43e6cae59b9895a7429d88a52d7f8fbf.1280.720.false/43e6cae59b9895a7429d88a52d7f8fbf.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,万以内加减法（二）（第4课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/bfb53c6ccee04bb6a4f9c400c6b00d02/86977ef20284efade37a56546a0351be.1280.720.false/86977ef20284efade37a56546a0351be.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,万以内加减法（二）（第5课时）   ,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/a0ee8af94284413daa36cb469d7f50c2/0f6df74dc4e0315ec523e8392b9b95db.1280.720.false/0f6df74dc4e0315ec523e8392b9b95db.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,解决问题（第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/039962fc7938475cbc0c58cffcf99003/e99f47ab0f43cd94d196d0295a788a3f.1280.720.false/e99f47ab0f43cd94d196d0295a788a3f.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,解决问题（第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/8ae6478081f043b59fe4d82846feb8a5/e94e21fbd86d2b7d257cbc268a6966d7.1280.720.false/e94e21fbd86d2b7d257cbc268a6966d7.1280.720.m3u8
三年级,上册,5,人教版,段斌,3,-1,整理与复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/433a6ce2083840ee89f7728671229578/1171064e3ae1892a5db268e13954be1c.1280.720.false/1171064e3ae1892a5db268e13954be1c.1280.720.m3u8
三年级,上册,5,人教版,段斌,4,-1,倍的认识 ,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/e562dd6bb514497394c711cf45c66e2d/9fe14530c8be0c2bbe3067fd0c1eac7e.1280.720.false/9fe14530c8be0c2bbe3067fd0c1eac7e.1280.720.m3u8
三年级,上册,5,人教版,段斌,4,-1,求一个数是另一个数的几倍,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/02a2d387bc2544ac8bdf58ad66d3aae3/7108ebe60a01788ffe52e2fe1c841ea3.1280.720.false/7108ebe60a01788ffe52e2fe1c841ea3.1280.720.m3u8
三年级,上册,5,人教版,段斌,4,-1,求一个数的几倍是多少  ,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/d185a3bd0b1d4110b43e9f33e0cd0faf/cf8b64fef23c5788fd74fd6b37e669f8.1280.720.false/cf8b64fef23c5788fd74fd6b37e669f8.1280.720.m3u8
三年级,上册,5,人教版,段斌,4,-1,整理与复习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/cd28bb9ca27b4875907bd8a66555ba6e/27c4ed8ce816f61f9fdd6a97b1fc40fd.1280.720.false/27c4ed8ce816f61f9fdd6a97b1fc40fd.1280.720.m3u8
三年级,上册,5,人教版,段斌,5,-1,多位数乘一位数口算乘法（第1课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/d26841ec842b438e9ca14ab08101b445/7bdfcb22093e0ca1842172f6bedaca41.1280.720.false/7bdfcb22093e0ca1842172f6bedaca41.1280.720.m3u8
三年级,上册,5,人教版,段斌,5,-1,多位数乘一位数口算乘法（第2课时）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/06f997ff30124be0bbab88b4c20db49b/1f8cf2cd8968fb9465e0183ea635d400.1280.720.false/1f8cf2cd8968fb9465e0183ea635d400.1280.720.m3u8
